"hki_id","tel1","name","pref_cd","jyusyo_banti","zip_code","n_stations","jyusyo","jyusyo_all","city_cd","city_name","latitude","longitude","sginfo"
"520000265714490001","03-3460-6600","セブン‐イレブン／渋谷西原１丁目店","13","１５－１０","151-0066","幡ヶ谷駅,代々木上原駅","東京都渋谷区西原１丁目","東京都渋谷区西原１丁目１５－１０","13113","渋谷区","35.6750370099","139.6790041117","コンビニエンスストア"
"133240411135481800","03-5449-6870","ファミリーマート／恵比寿駅東店","13","１９－２３－１Ｆ","150-0013","恵比寿駅,代官山駅","東京都渋谷区恵比寿１丁目","東京都渋谷区恵比寿１丁目１９－２３－１Ｆ","13113","渋谷区","35.6472795687","139.7127745853","コンビニエンスストア"
"520000249230990001","03-5795-0445","ファミリーマート／恵比寿駅東口店","13","３－１－１Ｆ","150-0013","恵比寿駅,代官山駅","東京都渋谷区恵比寿４丁目","東京都渋谷区恵比寿４丁目３－１－１Ｆ","13113","渋谷区","35.6461216671","139.7113187595","コンビニエンスストア"
"132554946174381070","03-5778-9673","ファミリーマート／渋谷二丁目中央店","13","１１－３","150-0002","渋谷駅,表参道駅","東京都渋谷区渋谷２丁目","東京都渋谷区渋谷２丁目１１－３","13113","渋谷区","35.6599061255","139.7074684445","コンビニエンスストア"
"134432727135231300","03-3373-7410","セブン‐イレブン／渋谷代々木１丁目店","13","３６－４","151-0053","代々木駅,南新宿駅","東京都渋谷区代々木１丁目","東京都渋谷区代々木１丁目３６－４","13113","渋谷区","35.6839284466","139.7012038586","コンビニエンスストア"
"136751707132460830","03-5302-2099","ローソンストア１００渋谷本町六丁目店","13","８－３","151-0071","幡ヶ谷駅,初台駅","東京都渋谷区本町６丁目","東京都渋谷区本町６丁目８－３","13113","渋谷区","35.6826671879","139.6786727879","コンビニエンスストア"
"134624833152781380","03-5302-8980","ファミリーマート／初台交差点前店","13","３３－１０－１Ｆ","151-0053","初台駅,参宮橋駅","東京都渋谷区代々木４丁目","東京都渋谷区代々木４丁目３３－１０－１Ｆ","13113","渋谷区","35.6819424477","139.6891049549","コンビニエンスストア"
"520000161862230001","03-3377-8461","セブン‐イレブン／渋谷本町１丁目店","13","１０－１","151-0071","初台駅,幡ヶ谷駅","東京都渋谷区本町１丁目","東京都渋谷区本町１丁目１０－１","13113","渋谷区","35.6802005436","139.683928465","コンビニエンスストア"
"131552541191080990","03-5784-2702","ファミリーマート／渋谷神南北谷公園前店","13","１３－１４","150-0041","渋谷駅,明治神宮前〈原宿〉駅","東京都渋谷区神南１丁目","東京都渋谷区神南１丁目１３－１４","13113","渋谷区","35.6639915578","139.6999858778","コンビニエンスストア"
"138990155135781490","03-5308-2076","ファミリーマート／代々木三丁目店","13","２９－３－１Ｆ","151-0053","南新宿駅,都庁前駅","東京都渋谷区代々木３丁目","東京都渋谷区代々木３丁目２９－３－１Ｆ","13113","渋谷区","35.6847422218","139.693318476","コンビニエンスストア"
"131983151122261820","03-5794-0180","ファミリーマート／恵比寿銀座通り店","13","４－１３","150-0022","恵比寿駅,代官山駅","東京都渋谷区恵比寿南１丁目","東京都渋谷区恵比寿南１丁目４－１３","13113","渋谷区","35.6462966022","139.708674971","コンビニエンスストア"
"137075441195241950","03-5773-6085","ファミリーマート／恵比寿南一丁目店","13","１４－１５","150-0022","恵比寿駅,代官山駅","東京都渋谷区恵比寿南１丁目","東京都渋谷区恵比寿南１丁目１４－１５","13113","渋谷区","35.645682686","139.709713913","コンビニエンスストア"
